Product Name,Category,Retail Price USD,Supplier Cost USD,Gross Margin %,SKU,CJ Supplier URL,Image URL,Stock
"Led super large shiny mouse pad","Workspace & Studio",11.88,2.97,75.0%,CJ-361DD967-321,"https://cjdropshipping.com/product/led-super-large-shiny-mouse-pad-p-361DD967-3213-4F1B-84C0-045AFEF8ADB4.html","https://cc-west-usa.oss-accelerate.aliyuncs.com/15667488/255114328625.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Table Pad Line Gaming Mouse Mat","Workspace & Studio",3.12,0.78,75.0%,CJ-179538909915,"https://cjdropshipping.com/product/table-pad-line-gaming-mouse-mat-p-1795389099159851008.html","https://cf.cjdropshipping.com/quick/product/fff91767-b838-4380-ac8b-8d7da18c7842.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Competitive Gaming Office Waterproof Mouse Pad","Workspace & Studio",23.46,7.33,68.8%,CJ-138720512307,"https://cjdropshipping.com/product/competitive-gaming-office-waterproof-mouse-pad-p-1387205123079540736.html","https://cc-west-usa.oss-accelerate.aliyuncs.com/1619570240083.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Men's leather washed leather jacket","Workspace & Studio",51.07,18.24,64.3%,CJ-B949E2ED-0D5,"https://cjdropshipping.com/product/mens-leather-washed-leather-jacket-p-B949E2ED-0D58-4E0D-8AFE-5383ED1811DA.html","https://cf.cjdropshipping.com/20200904/362915314679.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Mouse Pad Oversized Stain-resistant Office Non-slip","Workspace & Studio",5.4,1.35,75.0%,CJ-240623023647,"https://cjdropshipping.com/product/mouse-pad-oversized-stain-resistant-office-non-slip-p-2406230236471612400.html","https://cf.cjdropshipping.com/quick/product/a7b3e45b-204b-43dc-b01f-3530df399250.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Notebook Computer Liner Bag Mouse Pad Protective Holster","Workspace & Studio",17.68,4.42,75.0%,CJ-141010349146,"https://cjdropshipping.com/product/notebook-computer-liner-bag-mouse-pad-protective-holster-p-1410103491464138752.html","https://cf.cjdropshipping.com/2befe572-190b-4454-ad31-de385227d370.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Cat Scratching Board Mouse Sisal Cat Scratching Pad","Workspace & Studio",9.0,2.25,75.0%,CJ-139847403875,"https://cjdropshipping.com/product/cat-scratching-board-mouse-sisal-cat-scratching-pad-p-1398474038757691392.html","https://cf.cjdropshipping.com/1622256924927.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Popular Motorcycle Leather Men's Leather Clothing","Workspace & Studio",35.01,10.94,68.8%,CJ-250105065741,"https://cjdropshipping.com/product/popular-motorcycle-leather-mens-leather-clothing-p-2501050657411607800.html","https://cf.cjdropshipping.com/quick/product/a4cf466b-a3a8-4825-a02d-7e99df8d8002.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Stand-up collar leather padded leather jacket","Workspace & Studio",22.91,7.16,68.7%,CJ-EFA82799-2ED,"https://cjdropshipping.com/product/stand-up-collar-leather-padded-leather-jacket-p-EFA82799-2ED1-449A-AD15-A7E2CC16C363.html","https://cf.cjdropshipping.com/2059/466847051344.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Women's Faux Leather Retro Biker's Leather Coat","Workspace & Studio",44.1,15.75,64.3%,CJ-240831054606,"https://cjdropshipping.com/product/womens-faux-leather-retro-bikers-leather-coat-p-2408310546061605000.html","https://cf.cjdropshipping.com/quick/product/c3600e37-08b5-4d6a-ab5f-cb6d1ce0f004.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Spring Leather Men's Slim Stand Collar Leather Jacket","Workspace & Studio",89.61,40.73,54.5%,CJ-136955115932,"https://cjdropshipping.com/product/spring-leather-mens-slim-stand-collar-leather-jacket-p-1369551159320252416.html","https://cc-west-usa.oss-accelerate.aliyuncs.com/1615361127449.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Large Mouse Pad, Gaming Gaming, Colorful Seaming, Waterproof Cloth","Workspace & Studio",16.77,5.24,68.8%,CJ-140181043699,"https://cjdropshipping.com/product/large-mouse-pad-gaming-gaming-colorful-seaming-waterproof-cloth-p-1401810436990570496.html","https://cc-west-usa.oss-accelerate.aliyuncs.com/1623052378775.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Crossbody Multifunctional Wallet Leather Case IP16 Card-inserting Leather Case","Workspace & Studio",25.38,7.93,68.8%,CJ-241226145640,"https://cjdropshipping.com/product/crossbody-multifunctional-wallet-leather-case-ip16-card-inserting-leather-case-p-2412261456401612500.html","https://cf.cjdropshipping.com/quick/product/8c5c0155-a717-4545-b960-ca6e8cb56f5e.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Men's Leather Jacket Men's Youth Loose Lapel Workwear Pu Leather Jacket","Workspace & Studio",29.18,9.12,68.7%,CJ-135725479757,"https://cjdropshipping.com/product/mens-leather-jacket-mens-youth-loose-lapel-workwear-pu-leather-jacket-p-1357254797576769536.html","https://cf.cjdropshipping.com/1612429335171.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Loose Leather Jacket Motorcycle Female","Workspace & Studio",17.95,5.61,68.7%,CJ-240621082419,"https://cjdropshipping.com/product/loose-leather-jacket-motorcycle-female-p-2406210824191606300.html","https://cf.cjdropshipping.com/quick/product/33345214-1df0-40eb-92c4-4a6148ea3ee5.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Pure Cowhide Biker's Leather Jacket","Workspace & Studio",126.87,57.67,54.5%,CJ-240705043827,"https://cjdropshipping.com/product/pure-cowhide-bikers-leather-jacket-p-2407050438271619300.html","https://cf.cjdropshipping.com/quick/product/5b3ff548-f46f-479e-b7a7-e0f13a02ed20.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Laptop Phone Holder, Adjustable Laptop Side Mount Clip, Magnetic Laptop Monitor Mount,","Workspace & Studio",23.49,7.34,68.8%,CJ-172972363435,"https://cjdropshipping.com/product/laptop-phone-holder-adjustable-laptop-side-mount-clip-magnetic-laptop-monitor-mount-computer-laptop-cellphone-stand-foldable-aluminum-expansion-bracket-tablet-clip-for-dual-screen-p-1729723634354638848.html","https://cf.cjdropshipping.com/679f3121-b2a5-4252-81d9-ec1d6cddb53c.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Laptop Stand Desktop Aluminum Alloy Heat Dissipation","Workspace & Studio",37.15,11.61,68.7%,CJ-250827072721,"https://cjdropshipping.com/product/laptop-stand-desktop-aluminum-alloy-heat-dissipation-p-2508270727211626000.html","https://oss-cf.cjdropshipping.com/product/2025/08/27/07/c6dd32ec-9db3-49ab-be25-e95e502582bb_trans.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"New Laptop Stand Multifunctional Folding Lift Portable Laptop Stand Monitor Increase Rack","Workspace & Studio",37.82,11.82,68.7%,CJ-DCB495CC-80F,"https://cjdropshipping.com/product/new-laptop-stand-multifunctional-folding-lift-portable-laptop-stand-monitor-increase-rack-aluminum-alloy-base-p-DCB495CC-80F8-4ED9-B5BD-26E39B751776.html","https://oss-cf.cjdropshipping.com/product/2024/03/21/07/93a7bc1e-4fa2-4744-b123-5913cde779b0.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Foldable laptop stand","Workspace & Studio",12.4,3.1,75.0%,CJ-4C56FFFA-399,"https://cjdropshipping.com/product/foldable-laptop-stand-p-4C56FFFA-399B-4E05-98C6-092BB3A724A9.html","https://cc-west-usa.oss-us-west-1.aliyuncs.com/20200301/649667129707.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Car Dining Table Rear Seat Folding Rice Table Laptop Stand","Workspace & Studio",49.11,17.54,64.3%,CJ-240617100019,"https://cjdropshipping.com/product/car-dining-table-rear-seat-folding-rice-table-laptop-stand-p-2406171000191609800.html","https://cf.cjdropshipping.com/quick/product/1f1819b9-7138-4048-8bbf-542dc46d91b0.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"3 In 1 Magnetic Foldable Wireless Charger Charging Station Multi-device Folding Cell","Smart Gear & Power",44.16,15.77,64.3%,CJ-161952525684,"https://cjdropshipping.com/product/3-in-1-magnetic-foldable-wireless-charger-charging-station-multi-device-folding-cell-phone-wireless-charger-gadgets-p-1619525256841015296.html","https://cf.cjdropshipping.com/73873978-3774-4732-897f-179e0dec507b.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"15W 3 In 1 LED Fast Wireless Charger Stand Foldable Charging Station","Smart Gear & Power",18.12,4.53,75.0%,CJ-240830071622,"https://cjdropshipping.com/product/15w-3-in-1-led-fast-wireless-charger-stand-foldable-charging-station-for-smart-phone-15-14-13-12-11-iwatch-9-8-7-6-5-airpods-pro-p-2408300716221612100.html","https://oss-cf.cjdropshipping.com/product/2024/09/19/06/de329d46-5fbb-4564-ab7a-45fe417fdaed.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Compatible with Apple , 3-in-1 Wireless Charger","Smart Gear & Power",31.49,9.84,68.8%,CJ-9EC48B24-A97,"https://cjdropshipping.com/product/compatible-with-apple--3-in-1-wireless-charger-p-9EC48B24-A97A-41DD-8497-1B6937ECF92D.html","https://cc-west-usa.oss-accelerate.aliyuncs.com/20190319/2491014586587.png?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Plastic 3 In 1 Wireless Charger Stand Fast","Smart Gear & Power",13.4,3.35,75.0%,CJ-158895340166,"https://cjdropshipping.com/product/plastic-3-in-1-wireless-charger-stand-fast-p-1588953401667366912.html","https://cf.cjdropshipping.com/3b91f8f1-50bf-40dd-b1bc-cae6fb469ff5.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Three-in-one Vertical Magnetic Wireless Portable Wireless Charger","Smart Gear & Power",34.5,10.78,68.8%,CJ-250528095439,"https://cjdropshipping.com/product/three-in-one-vertical-magnetic-wireless-portable-wireless-charger-p-2505280954391626300.html","https://oss-cf.cjdropshipping.com/product/2025/05/28/09/20c2a684-652f-492a-be40-10cb44a1c3b7_fine.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Transparent Folding Magnetic Three-in-one Wireless Charger","Smart Gear & Power",34.5,10.78,68.8%,CJ-240801030330,"https://cjdropshipping.com/product/transparent-folding-magnetic-three-in-one-wireless-charger-p-2408010303301612100.html","https://oss-cf.cjdropshipping.com/product/2024/08/02/03/1f0ae125-3edb-4c07-bad3-26445d4c9fee_fine.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Three-in-one Basketball Magnetic Wireless Charger","Smart Gear & Power",126.96,57.71,54.5%,CJ-250107030254,"https://cjdropshipping.com/product/three-in-one-basketball-magnetic-wireless-charger-p-2501070302541626000.html","https://oss-cf.cjdropshipping.com/product/2025/01/07/03/b15214e9-6783-4b19-842b-2e7ebf98afdb_trans.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Folding Magnetic Three-in-one Wireless Charger","Smart Gear & Power",38.75,12.11,68.7%,CJ-179610352237,"https://cjdropshipping.com/product/folding-magnetic-three-in-one-wireless-charger-p-1796103522371514368.html","https://oss-cf.cjdropshipping.com/product/2024/05/30/08/986e7971-1499-4c4d-bf28-b14fefaf8b3d_trans.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Three-in-one Wireless Charger Electrical Foldable Double Wire Ambience Light Mobile Phone Wireless","Smart Gear & Power",12.8,3.2,75.0%,CJ-158699090974,"https://cjdropshipping.com/product/three-in-one-wireless-charger-electrical-foldable-double-wire-ambience-light-mobile-phone-wireless-charger-wireless-charger-p-1586990909747638272.html","https://cf.cjdropshipping.com/409d441f-542c-4639-9162-281be030d92b.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"3 IN 1 Magnetic Folding Wireless Charger Station For IPhone Transparent Fast","Smart Gear & Power",62.69,22.39,64.3%,CJ-165576849458,"https://cjdropshipping.com/product/3-in-1-magnetic-folding-wireless-charger-station-for-iphone-transparent-fast-charging-for-iwatch-and-airpods-p-1655768494589349888.html","https://cf.cjdropshipping.com/eba5f6e8-9b22-4d3d-aa8e-9b7856b4b22f.png?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Folding Three-in-one Wireless Charger Portable Magnetic Suction","Smart Gear & Power",25.41,7.94,68.8%,CJ-173920976558,"https://cjdropshipping.com/product/folding-three-in-one-wireless-charger-portable-magnetic-suction-p-1739209765584121856.html","https://oss-cf.cjdropshipping.com/product/2024/03/04/05/e56db74e-e289-4604-a992-815283800025.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Magnetic Three-in-one 15W Wireless Charger With Clock","Smart Gear & Power",24.42,7.63,68.8%,CJ-240718080208,"https://cjdropshipping.com/product/magnetic-three-in-one-15w-wireless-charger-with-clock-p-2407180802081628200.html","https://oss-cf.cjdropshipping.com/product/2024/07/19/05/88087108-8245-4aa8-8ce2-0a164d67716d_fine.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Magnetic Portable Smart Watch Wireless Charger","Smart Gear & Power",16.1,5.03,68.8%,CJ-241213095523,"https://cjdropshipping.com/product/magnetic-portable-smart-watch-wireless-charger-p-2412130955231615200.html","https://cf.cjdropshipping.com/quick/product/43df5acc-acb7-4890-ade6-2763cb6bd5a4.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Portable Wireless Charger Folding Magnetic","Smart Gear & Power",30.78,9.62,68.7%,CJ-241229021035,"https://cjdropshipping.com/product/portable-wireless-charger-folding-magnetic-p-2412290210351602800.html","https://oss-cf.cjdropshipping.com/product/2024/12/29/02/3833f717-d69f-48e2-a2ac-177a63311598_trans.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Creative Portable Folding Ring Two-in-one Magnetic Wireless Charger","Smart Gear & Power",32.48,10.15,68.8%,CJ-240718082421,"https://cjdropshipping.com/product/creative-portable-folding-ring-two-in-one-magnetic-wireless-charger-p-2407180824211602300.html","https://cf.cjdropshipping.com/quick/product/07d7e2c7-03b5-427c-90cf-81ea4a34cfa8.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Three in one wireless charger","Smart Gear & Power",21.12,6.6,68.8%,CJ-981CED52-CDF,"https://cjdropshipping.com/product/three-in-one-wireless-charger-p-981CED52-CDFF-404B-9A39-61E8FF5F4EC3.html","https://cf.cjdropshipping.com/20200914/1817043679414.png?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Qi2 Protocol Magnetic Touch Rotating Wireless Charger","Smart Gear & Power",103.29,46.95,54.5%,CJ-240830061037,"https://cjdropshipping.com/product/qi2-protocol-magnetic-touch-rotating-wireless-charger-p-2408300610371613200.html","https://oss-cf.cjdropshipping.com/product/2024/08/30/06/32ffd603-e4b4-40bd-ab14-75deee2995d0_trans.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Mobile Phone Watch Headset Three-in-one Magnetic Rotating Wireless Charger","Smart Gear & Power",55.55,19.84,64.3%,CJ-179353184921,"https://cjdropshipping.com/product/mobile-phone-watch-headset-three-in-one-magnetic-rotating-wireless-charger-p-1793531849214533632.html","https://cf.cjdropshipping.com/quick/product/2d871aca-3341-4362-9861-7a3de083d777.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"540 Rotate Luminous Magnetic Cable 3A Fast Charging Mobile Phone Charge Cable","Smart Gear & Power",6.92,1.73,75.0%,CJ-138442833705,"https://cjdropshipping.com/product/540-rotate-luminous-magnetic-cable-3a-fast-charging-mobile-phone-charge-cable-for-led-micro-usb-type-c-for-i-phone-cable-p-1384428337052651520.html","https://cf.cjdropshipping.com/102b8c56-db9d-44e5-95b9-0478f7761629.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"USB Type C To USB C Cable 100W 66W Fast Charging","Smart Gear & Power",7.56,1.89,75.0%,CJ-162029612267,"https://cjdropshipping.com/product/usb-type-c-to-usb-c-cable-100w-66w-fast-charging-p-1620296122671575040.html","https://cc-west-usa.cjdropshipping.com/aae125ab-f367-454d-baee-55121cfa121b.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Braided Nylon Usb Type-C Usb-C Data Cable For Fast Charging And Data","Smart Gear & Power",31.97,9.99,68.8%,CJ-137636475456,"https://cjdropshipping.com/product/braided-nylon-usb-type-c-usb-c-data-cable-for-fast-charging-and-data-transmission-p-1376364754565730304.html","https://cc-west-usa.oss-accelerate.aliyuncs.com/1616985474298.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Slingshot Aluminum Alloy Type-c Cellphone Charging & Data Cable Applicable Tyc Data","Smart Gear & Power",4.36,1.09,75.0%,CJ-240615095859,"https://cjdropshipping.com/product/slingshot-aluminum-alloy-type-c-cellphone-charging-data-cable-applicable-tyc-data-cable-p-2406150958591629800.html","https://cf.cjdropshipping.com/quick/product/71ac4562-2537-4a01-bb2b-9d1e61d935ea.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Digital Display Double Type-c Fast Charging Mobile Phone Data Cable","Smart Gear & Power",5.6,1.4,75.0%,CJ-250104033917,"https://cjdropshipping.com/product/digital-display-double-type-c-fast-charging-mobile-phone-data-cable-p-2501040339171613200.html","https://oss-cf.cjdropshipping.com/product/2025/01/04/03/bb451890-7dfa-4232-be2d-e4dc387f09a4_trans.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Compatible With , Rogue Dog Data Cable Type C For Android Sport","Smart Gear & Power",11.48,2.87,75.0%,CJ-8A06779A-4C8,"https://cjdropshipping.com/product/compatible-with--rogue-dog-data-cable-type-c-for-android-sport-dog-mobile-puppy-data-cable-phone-charging-cable-p-8A06779A-4C8B-4EDF-8C4E-953EC8326475.html","https://cf.cjdropshipping.com/1620293553721.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"New High-density Braided Flash Charging Data Cable Dual Type-c Charger","Smart Gear & Power",15.0,3.75,75.0%,CJ-138179209196,"https://cjdropshipping.com/product/new-high-density-braided-flash-charging-data-cable-dual-type-c-charger-p-1381792091964837888.html","https://cc-west-usa.cjdropshipping.com/1618312538944.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
"Compatible with Apple , Type-C Liquid Soft Rubber Data Cable For Android","Smart Gear & Power",2.2,0.55,75.0%,CJ-143191935247,"https://cjdropshipping.com/product/compatible-with-apple--type-c-liquid-soft-rubber-data-cable-for-android-apple-huawei-mobile-phone-charging-cable-p-1431919352474636288.html","https://cc-west-usa.oss-accelerate.aliyuncs.com/a1195926-6073-473f-8f98-6edb900e88fc.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
